web-scraper-order,web-scraper-start-url,links,links-href,ชื่อมหาลัย,หลักสูตร,วิทยาเขต,ค่าเทอม,Portfolio,Quota,Admission,Direct Admission
"1722074791-463","https://course.mytcas.com/","วศ.บ. วิศวกรรมเมคาทรอนิกส์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเมคคาทรอนิกส์มหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101301901A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมเมคาทรอนิกส์","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","15","15","5","ไม่เปิดรับสมัครในรอบนี้"
"1722074796-464","https://course.mytcas.com/","วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเครื่องกลมหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300701A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมเครื่องกล","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","50","20","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074801-465","https://course.mytcas.com/","วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเคมีมหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300601A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมเคมี","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","25","30","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074806-466","https://course.mytcas.com/","วศ.บ. วิศวกรรมปัญญาประดิษฐ์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมคอมพิวเตอร์มหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300502A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมปัญญาประดิษฐ์","หาดใหญ่","อัตราค่าเล่าเรียน 28,000.-/ภาคการศึกษา","210","5","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074811-467","https://course.mytcas.com/","วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมคอมพิวเตอร์มหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300501A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมคอมพิวเตอร์","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","75","20","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074816-468","https://course.mytcas.com/","วศ.บ. วิศวกรรมการผลิต (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมการผลิตมหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300301A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมการผลิต","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","20","10","20","ไม่เปิดรับสมัครในรอบนี้"
"1722074822-469","https://course.mytcas.com/","วศ.บ. วิศวกรรมศาสตร์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมทั่วไปมหาวิทยาลัยสงขลานครินทร์ หาดใหญ่","https://course.mytcas.com/programs/10100101300001A","มหาวิทยาลัยสงขลานครินทร์","วศ.บ. วิศวกรรมศาสตร์","หาดใหญ่","อัตราค่าเล่าเรียน 18,000.-/ภาคการศึกษา","596","175","75",""
"1722074827-470","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมอุตสาหการมหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209303501A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ","องครักษ์","25,000 ต่อภาคเรียน","40","5","18","ไม่เปิดรับสมัครในรอบนี้"
"1722074832-471","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมสิ่งแวดล้อมมหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209302801A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม","องครักษ์","25,000 ต่อภาคเรียน","25","10","26","ไม่เปิดรับสมัครในรอบนี้"
"1722074837-472","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (หลักสูตร 2 ภาษา) (สองภาษา/สามภาษา)คณะวิศวกรรมศาสตร์›วิศวกรรมโลจิสติกส์มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209302401C","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (หลักสูตร 2 ภาษา)","องครักษ์","40,000 ต่อภาคเรียน","40","5","43",""
"1722074842-473","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมโยธามหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209302101A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา","องครักษ์","25,000 ต่อภาคเรียน","30","10","21","ไม่เปิดรับสมัครในรอบนี้"
"1722074847-474","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมโทรคมนาคมและเทคโนโลยีสารสนเทศ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้ามหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209301601A?major=B","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","องครักษ์","25,000 ต่อภาคเรียน","30","5","34","ไม่เปิดรับสมัครในรอบนี้"
"1722074852-475","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้ามหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209301601A?major=A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า","องครักษ์","25,000 ต่อภาคเรียน","30","5","13",""
"1722074857-476","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมด้านความปลอดภัยไซเบอร์ (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมซอฟต์แวร์มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209301001P","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมด้านความปลอดภัยไซเบอร์ (หลักสูตรนานาชาติ)","องครักษ์","80,000 ต่อภาคเรียน","12","2","17",""
"1722074862-477","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมชีวการแพทย์มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209300901A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์","องครักษ์","25,000 ต่อภาคเรียน","30","10","36",""
"1722074867-478","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเครื่องกลมหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209300701A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล","องครักษ์","25,000 ต่อภาคเรียน","60","10","26","ไม่เปิดรับสมัครในรอบนี้"
"1722074872-479","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเคมีมหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209300601A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี","องครักษ์","25,000 ต่อภาคเรียน","40","5","12","ไม่เปิดรับสมัครในรอบนี้"
"1722074877-480","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอนเสิร์ตและมัลติมีเดีย (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมคอมพิวเตอร์มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209300502P","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอนเสิร์ตและมัลติมีเดีย (หลักสูตรนานาชาติ)","องครักษ์","80,000 ต่อภาคเรียน","12","2","17",""
"1722074882-481","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมคอมพิวเตอร์มหาวิทยาลัยศรีนครินทรวิโรฒ องครักษ์","https://course.mytcas.com/programs/10090209300501A","มหาวิทยาลัยศรีนครินทรวิโรฒ","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์","องครักษ์","25,000 ต่อภาคเรียน","38","7","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074887-482","https://course.mytcas.com/","หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›บริหารธุรกิจมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209610801B","มหาวิทยาลัยศิลปากร","หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","80","20","","ไม่เปิดรับสมัครในรอบนี้"
"1722074892-483","https://course.mytcas.com/","หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›บริหารธุรกิจมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209610801A","มหาวิทยาลัยศิลปากร","หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","194","80","40","ไม่เปิดรับสมัครในรอบนี้"
"1722074898-484","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมอุตสาหการมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209303501B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","40","20","","ไม่เปิดรับสมัครในรอบนี้"
"1722074903-485","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมอุตสาหการมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209303501A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","114","30","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074908-486","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมอิเล็กทรอนิกส์มหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209303401B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","20","10","20",""
"1722074913-487","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมอิเล็กทรอนิกส์มหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209303401A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","129","40","30","ไม่เปิดรับสมัครในรอบนี้"
"1722074918-488","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมวัสดุมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302502B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","35","10","5",""
"1722074923-489","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมวัสดุมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302502A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","199","30","15",""
"1722074928-490","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมวัสดุมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302501B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","100","20","10",""
"1722074933-491","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมวัสดุมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302501A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","194","100","40",""
"1722074938-492","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมโลจิสติกส์มหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302401B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","10","5","","ไม่เปิดรับสมัครในรอบนี้"
"1722074943-493","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมโลจิสติกส์มหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209302401A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","79","25","20","ไม่เปิดรับสมัครในรอบนี้"
"1722074948-494","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคมมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209301801B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","20","10","15",""
"1722074953-495","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคมมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209301801A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","84","20","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074958-496","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมเครื่องกลมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300701B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","80","20","","ไม่เปิดรับสมัครในรอบนี้"
"1722074963-497","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมเครื่องกลมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300701A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","194","80","30","ไม่เปิดรับสมัครในรอบนี้"
"1722074968-498","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมเคมีมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300601B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","30","15","10",""
"1722074974-499","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมเคมีมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300601A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","114","35","20","ไม่เปิดรับสมัครในรอบนี้"
"1722074979-500","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมกระบวนการชีวภาพมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300101B","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","10","5","5",""
"1722074984-501","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›วิศวกรรมกระบวนการชีวภาพมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209300101A","มหาวิทยาลัยศิลปากร","หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","114","35","30",""
"1722074989-502","https://course.mytcas.com/","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›เทคโนโลยีชีวภาพมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209211201B","มหาวิทยาลัยศิลปากร","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","10","5","5",""
"1722074994-503","https://course.mytcas.com/","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›เทคโนโลยีชีวภาพมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209211201A","มหาวิทยาลัยศิลปากร","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","114","35","30",""
"1722074999-504","https://course.mytcas.com/","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร) (ภาษาไทย พิเศษ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›เทคโนโลยีการอาหารมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209211001B","มหาวิทยาลัยศิลปากร","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 280,000 บาท","10","5","5",""
"1722075004-505","https://course.mytcas.com/","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร) (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม›เทคโนโลยีการอาหารมหาวิทยาลัยศิลปากร สนามจันทร์","https://course.mytcas.com/programs/10080209211001A","มหาวิทยาลัยศิลปากร","หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร)","สนามจันทร์","ค่าใช้จ่ายตลอดหลักสูตร 152,000 บาท","94","30","40",""
"1722075009-506","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและการจัดการภัยพิบัติ (ภาษาไทย ปกติ)วิทยาเขตกาญจนบุรี›วิศวกรรมสิ่งแวดล้อมมหาวิทยาลัยมหิดล กาญจนบุรี","https://course.mytcas.com/programs/10060219302801A","มหาวิทยาลัยมหิดล","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและการจัดการภัยพิบัติ","กาญจนบุรี","25,000 ต่อภาคการศึกษา","40","30","30",""
"1722075014-507","https://course.mytcas.com/","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมอุตสาหการมหาวิทยาลัยมหิดล ศาลายา","https://course.mytcas.com/programs/10060112303501E","มหาวิทยาลัยมหิดล","หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (หลักสูตรนานาชาติ)","ศาลายา","75,000  ต่อภาคการศึกษา","20","20","15","ไม่เปิดรับสมัครในรอบนี้"
